key,nom_unite,abrege_unite,departement,type_unite,num_tph,num_tph_mobile_unite,num_fax_unite,rang_classement,adresse_geographique_unite,adresse_postale_unite,libelle_unite,type_materiel,code_unite_terminal_de_saisie
GN00000246,Brigade de proximit� de Marquion,BP MARQUION,62,0342,+33 3 21 73 00 17,,,17159.0,83 Route Nationale$62860 MARQUION,83 ROUTE NATIONALE$62860 MARQUION,,,
GN00000247,Brigade de proximit� de Pas-en-Artois,BP PAS-EN-ARTOIS,62,0342,+33 3 21 48 20 17,+33 661681099,,17156.0,2 Rue de Mondicourt$62760 PAS EN ARTOIS,2 RUE DE MONDICOURT$62760 PAS EN ARTOIS,,,
GN00000249,Brigade territoriale autonome de Vimy,BTA VIMY,62,0344,+33 3 21 73 70 17,,,17149.0,20 Rue de Saint-Nazaire$62580 VIMY,20 RUE DE SAINT NAZAIRE$62580 VIMY,,,
GN00000250,Brigade de proximit� de Vis-en-Artois,BP VIS-EN-ARTOIS,62,0342,+33 3 21 22 30 17,+33 6 11 25 52 26,,17161.0,11 Rue de Boiry$62156 VIS EN ARTOIS,11 RUE DE BOIRY$62156 VIS EN ARTOIS,,,
GN00000251,Brigade territoriale autonome de Vitry-en-Artois,BTA VITRY-EN-ARTOIS,62,0344,+33 3 21 50 00 17,,,17150.0,37 bis Rue de la Grande-Chapelle$62490 VITRY EN ARTOIS,37 BIS RUE DE LA GRANDE CHAPELLE$62490 VITRY EN ARTOIS,,,
GN00000252,Compagnie de gendarmerie d�partementale de B�thune,CGD BETHUNE,62,033G,+33 3 21 68 68 12,,,17163.0,23 Rue d'Aire$62400 BETHUNE,23 RUE D AIRE$62400 BETHUNE,,,
GN00000253,Groupe de commandement CGD B�thune,GC CGD BETHUNE,62,033J,+33 3 21 68 68 12,,,17164.0,23 Rue d'Aire$62400 BETHUNE,23 RUE D AIRE$62400 BETHUNE,,,
GN00000254,Brigade de recherches de B�thune,BR BETHUNE,62,036A,+33 3 21 68 68 33,,,17166.0,23 Rue d'Aire$62400 BETHUNE,23 RUE D AIRE$62400 BETHUNE,,,
GN00000255,Brigade territoriale autonome de B�thune,BTA BETHUNE,62,0344,+33 3 21 68 68 17,,,17167.0,23 Rue d'Aire$62400 BETHUNE,23 RUE D AIRE$62400 BETHUNE,,,
GN00000260,Brigade de proximit� d'Isbergues,BP ISBERGUES,62,0342,+33 3 21 54 72 15,,,17170.0,2 Rue de la Roseli�re$62330 ISBERGUES,2 RUE DE LA ROSELIERE$62330 ISBERGUES,,,
GN00000262,Brigade de proximit� de Laventie,BP LAVENTIE,62,0342,+33 3 21 27 62 17,,,17174.0,45 Rue de Hem$62840 LAVENTIE,45 RUE DE HEM$62840 LAVENTIE,,,
GN00000263,Brigade de proximit� de Lillers,BP LILLERS,62,0342,+33 3 21 54 24 17,+33 6 23 69 12 06,,17171.0,146 Rue de Saint-Venant$62190 LILLERS,146 RUE DE SAINT VENANT$62192 LILLERS CEDEX,,,
GN00000268,Brigade de proximit� de Colembert,BP COLEMBERT,62,0342,+33 3 21 33 31 17,,,17189.0,2 Rue du Blanc Mont$62142 COLEMBERT,2 RUE DU BLANC MONT$62142 COLEMBERT,,,
GN00000269,Brigade de proximit� de Desvres,BP DESVRES,62,0342,+33 3 21 91 70 17,+33 6 29 20 03 76,,17188.0,1 Rocade Nord$62240 DESVRES,1 ROCADE NORD$62240 DESVRES,,,
GN00000270,Brigade territoriale autonome de Marquise,BTA MARQUISE,62,0344,+33 3 21 92 87 17,,,17183.0,N 1 Le Cardo$Avenue Ferber$62250 MARQUISE,N 1 LE CARDO$AVENUE FERBER$62250 MARQUISE,,,
GN00000271,Brigade territoriale autonome de Neufch�tel-Hardelot,BTA NEUFCHATEL-HARDELOT,62,0344,+33 3 21 83 77 17,,,17185.0,86 Rue des All�es$62152 NEUFCHATEL HARDELOT,86 RUE DES ALLEES$62152 NEUFCHATEL HARDELOT,,,
GN00000273,Brigade de proximit� de Samer,BP SAMER,62,0342,+33 3 21 33 51 17,,,17190.0,300 Rue Jean Moulin$62830 SAMER,300 RUE JEAN MOULIN$62830 SAMER,,,
GN00000274,Compagnie de gendarmerie d�partementale de Calais,CGD CALAIS,62,033G,+33 3 21 46 10 70,,,17176.0,8 Rue Mollien$62100 CALAIS,8 RUE MOLLIEN$62100 CALAIS,,,
GN00000275,Groupe de commandement CGD Calais,GC CGD CALAIS,62,033J,+33 3 21 46 10 70,,,17177.0,8 Rue Mollien$62100 CALAIS,8 RUE MOLLIEN$62100 CALAIS,,,
GN00000277,Brigade de proximit� de Gu�nes,BP GUINES,62,0342,+33 3 21 35 20 17,,,17193.0,8 Boulevard Delannoy$62340 GUINES,8 BOULEVARD DELANNOY$62340 GUINES,,,
GN00000286,Brigade territoriale autonome d'Hersin-Coupigny,BTA HERSIN-COUPIGNY,62,0344,+33 3 21 27 94 17,,,17168.0,Rue de la Gendarmerie$62530 HERSIN COUPIGNY,RUE DE LA GENDARMERIE$62530 HERSIN COUPIGNY,,,
GN00000291,Compagnie de gendarmerie d�partementale d'�cuires,CGD ECUIRES,62,033G,+33 3 21 06 74 06,,,17194.0,567 Rue de Paris$62170 ECUIRES,567 RUE DE PARIS$62170 ECUIRES,,,
GN00000292,Groupe de commandement CGD �cuires,GC CGD ECUIRES,62,033J,+33 3 21 06 74 06,,,17195.0,567 Rue de Paris$62170 ECUIRES,567 RUE DE PARIS$62170 ECUIRES,,,
GN00000293,Brigade de proximit� d'�cuires,BP ECUIRES,62,0342,+33 3 21 06 00 17,,,17205.0,567 Rue de Paris$62170 ECUIRES,567 RUE DE PARIS$62170 ECUIRES,BP d'écuires,Scanner,GN00000293
GN00000295,Brigade de proximit� de Campagne-l�s-Hesdin,BP CAMPAGNE-LES-HESDIN,62,0342,+33 3 21 90 33 17,,,17209.0,Rue Saint-Andr�$62870 CAMPAGNE LES HESDIN,RUE SAINT ANDRE$62870 CAMPAGNE LES HESDIN,,,
GN00000296,Brigade territoriale autonome d'�taples,BTA ETAPLES,62,0344,+33 3 21 94 00 17,,,17200.0,1 Avenue du Blanc-Pav�$62630 ETAPLES,1 AVENUE DU BLANC PAVE$62630 ETAPLES,,,
GN00000297,Brigade de proximit� de Fruges,BP FRUGES,62,0342,+33 3 21 04 40 17,,,17210.0,49 Rue d'Hesdin$62310 FRUGES,49 RUE D HESDIN$62310 FRUGES,,,
GN00000299,Brigade de proximit� d'Hucqueliers,BP HUCQUELIERS,62,0342,+33 3 21 90 50 17,,,17206.0,15 Rue Georges Brassens$62650 HUCQUELIERS,15 RUE GEORGES BRASSENS$62650 HUCQUELIERS,,,
GN00000301,Compagnie de gendarmerie d�partementale de Saint-Omer,CGD ST-OMER,62,033G,+33 3 21 88 62 00,,,17211.0,1 Rue Rembrandt$62219 LONGUENESSE,1 RUE REMBRANDT$62967 LONGUENESSE CEDEX,,,
GN00000302,Groupe de commandement CGD Saint-Omer,GC CGD ST-OMER,62,033J,+33 3 21 88 62 00,,,17212.0,1 Rue Rembrandt$62219 LONGUENESSE,1 RUE REMBRANDT$62967 LONGUENESSE CEDEX,,,
GN00000303,Brigade de recherches de Saint-Omer,BR ST-OMER,62,036A,+33 3 21 88 62 08,,,17215.0,1 Rue Rembrandt$62219 LONGUENESSE,1 RUE REMBRANDT$62967 LONGUENESSE CEDEX,,,
GN00000305,Brigade territoriale autonome d'Aire-sur-la-Lys,BTA AIRE-SUR-LA-LYS,62,0344,+33 3 21 39 00 17,,,17216.0,74 Rue du Portugal$62120 AIRE SUR LA LYS,74 RUE DU PORTUGAL$62922 AIRE SUR LA LYS CEDEX,BTA  d'Aire-sur-la-Lys,Bloc optique,GN00000305
GN00000306,Brigade de proximit� d'Ardres,BP ARDRES,62,0342,+33 3 21 82 17 17,+33 6 34 00 00 00,,17220.0,724 Avenue du Blanquart$62610 ARDRES,724 AVENUE DU BLANQUART$62610 ARDRES,,,
GN00000308,Brigade de proximit� d'Audruicq,BP AUDRUICQ,62,0342,+33 3 21 82 30 17,+33 6 23 68 32 91,,17219.0,13 Route D�partementale 219$62370 AUDRUICQ,13 ROUTE DEPARTEMENTALE 219$62370 AUDRUICQ,,,
GN00000309,Brigade de proximit� de Fauquembergues,BP FAUQUEMBERGUES,62,0342,+33 3 21 39 50 17,,,17224.0,Rue des C�teaux de l'Aa$62560 FAUQUEMBERGUES,RUE DES COTEAUX DE L AA$62560 FAUQUEMBERGUES,,,
GN00000310,Brigade de proximit� de Lumbres,BP LUMBRES,62,0342,+33 3 21 39 64 17,,,17223.0,Impasse Sainte Genevi�ve$62380 LUMBRES,IMPASSE SAINTE GENEVIEVE$62380 LUMBRES,,,
GN00000312,Compagnie de gendarmerie d�partementale de Saint-Pol-sur-Ternoise,CGD ST-POL-SUR-TERNOISE,62,033G,+33 3 21 03 92 03,,,17225.0,34 Rue de Canteraine$62130 ST POL SUR TERNOISE,34 RUE DE CANTERAINE$62130 ST POL SUR TERNOISE,,,
GN00000313,Groupe de commandement CGD Saint-Pol-sur-Ternoise,GC CGD ST-POL-SUR-TERNOISE,62,033J,+33 3 21 03 92 03,,,17226.0,34 Rue de Canteraine$62130 ST POL SUR TERNOISE,34 RUE DE CANTERAINE$62130 ST POL SUR TERNOISE,,,
GN00000314,Brigade de proximit� de Saint-Pol-sur-Ternoise,BP ST-POL-SUR-TERNOISE,62,0342,+33 3 21 03 12 17,,,17236.0,34 Rue de Canteraine$62130 ST POL SUR TERNOISE,34 RUE DE CANTERAINE$62130 ST POL SUR TERNOISE,BP de Saint-Pol-sur-Ternoise,Bloc optique,GN00000314
GN00000315,Brigade de proximit� d'Aubigny-en-Artois,BP AUBIGNY-EN-ARTOIS,62,0342,+33 3 21 22 00 17,+33 6 13 02 14 70,,17231.0,1 Impasse de la Gendarmerie$62690 AUBIGNY EN ARTOIS,1 IMPASSE DE LA GENDARMERIE$62690 AUBIGNY EN ARTOIS,,,
GN00000316,Brigade de proximit� d'Auxi-le-Ch�teau,BP AUXI-LE-CHATEAU,62,0342,,+33618523452,,17234.0,Route de Lannoy$62390 AUXI LE CHATEAU,ROUTE DE LANNOY$62390 AUXI LE CHATEAU,,,
GN00000317,Brigade de proximit� d'Avesnes-le-Comte,BP AVESNES-LE-COMTE,62,0342,+33 3 21 22 00 17,,,17232.0,1 Impasse de la Gendarmerie$62690 AUBIGNY EN ARTOIS,1 IMPASSE DE LA GENDARMERIE$62690 AUBIGNY EN ARTOIS,,,
GN00000318,Brigade territoriale autonome de Fr�vent,BTA FREVENT,62,0344,+33 3 21 03 62 17,,,17229.0,3 Rue Georges Clemenceau$62270 FREVENT,3 RUE GEORGES CLEMENCEAU$62270 FREVENT,,,
GN00000319,Brigade de proximit� d'Heuchin,BP HEUCHIN,62,0342,+33 3 21 04 62 17,,,17237.0,Rue Planque-Saint-Jean$62134 HEUCHIN,RUE PLANQUE SAINT JEAN$62134 HEUCHIN,,,
GN00000325,Section a�rienne de gendarmerie d'Amiens-Glisy,SAG AMIENS-GLISY,80,010K,+33 3 22 95 96 17,,,1671.0,A�rodrome d'Amiens-Glisy$44 Rue du Ma�tre du Monde$80440 GLISY,AERODROME D AMIENS GLISY$44 RUE DU MAITRE DU MONDE$80440 GLISY,,,
GN00000326,Groupement de gendarmerie d�partementale de la Somme,GGD80,80,033M,,,,17251.0,Caserne Gendarme Garin$107 Rue d'Elbeuf$80000 AMIENS,CASERNE GENDARME GARIN$107 RUE D ELBEUF$BP 63010$80030 AMIENS CEDEX 1,,,
GN00000339,Peloton motoris� de Roye,PMO ROYE,80,8086,+33 3 22 37 55 00,,,17275.0,Gare de p�age de Roye - Sortie n�12$Autoroute A1$80700 ROYE,GARE DE PEAGE DE ROYE SORTIE N�12$AUTOROUTE A1$BP 48$80700 ROYE,,,
GN00000340,Compagnie de gendarmerie d�partementale d'Amiens,CGD AMIENS,80,033G,+33 3 22 80 46 07,,,17277.0,54 Rue des Jacobins$80000 AMIENS,54 RUE DES JACOBINS$80000 AMIENS,,,
GN00000341,Groupe de commandement CGD Amiens,GC CGD AMIENS,80,033J,+33 3 22 80 46 05,,,17278.0,54 Rue des Jacobins$80000 AMIENS,54 RUE DES JACOBINS$80000 AMIENS,,,
GN00000342,Section de recherches d'Amiens,SR AMIENS,80,075B,+33 3 22 53 69 13,+33 6 11 56 54 86,,16737.0,Caserne Gendarme Garin$107 Rue d'Elbeuf$80000 AMIENS,CASERNE GENDARME GARIN$107 RUE D ELBEUF$BP 63010$80030 AMIENS CEDEX 1,,,
GN00000345,Brigade de proximit� d'Airaines,BP AIRAINES,80,0342,+33 3 22 29 67 17,,,17310.0,24 Rue des Guides$80270 AIRAINES,24 RUE DES GUIDES$80270 AIRAINES,,,
GN00000348,Brigade territoriale autonome de Corbie,BTA CORBIE,80,0344,+33 3 22 96 31 17,,,17281.0,86 Rue Gambetta$80800 CORBIE,86 RUE GAMBETTA$BP 10$80800 CORBIE,BP de Corbie,Scanner,GN00000348
GN00000349,Brigade de proximit� de Flixecourt,BP FLIXECOURT,80,0342,+33 3 22 39 45 17,,,17286.0,28 Rue de Vignacourt$80420 FLIXECOURT,28 RUE DE VIGNACOURT$80420 FLIXECOURT,,,
GN00000350,Brigade de proximit� de Hornoy-le-Bourg,BP HORNOY-LE-BOURG,80,0342,+33 3 22 90 36 17,,,17311.0,5 Rue d'Aumale$80640 HORNOY LE BOURG,5 RUE D AUMALE$80640 HORNOY LE BOURG,,,
GN00000351,Brigade de proximit� d'Oisemont,BP OISEMONT,80,0342,+33 3 22 25 36 17,,,17309.0,27 bis Rue Roger Salengro$80140 OISEMONT,27 BIS RUE ROGER SALENGRO$80140 OISEMONT,,,
GN00000352,Brigade de proximit� de Picquigny,BP PICQUIGNY,80,0342,+33 3 22 39 40 17,,,17292.0,351 Rue Jean Choquet$80310 PICQUIGNY,351 RUE JEAN CHOQUET$80310 PICQUIGNY,,,
GN00000354,Brigade territoriale autonome de Poix-de-Picardie,BTA POIX-DE-PICARDIE,80,0344,+33 3 22 90 38 17,,,17325.0,Rue de Menesvillers$80290 POIX DE PICARDIE,RUE DE MENESVILLERS$80290 POIX DE PICARDIE,,,
GN00000355,Brigade de proximit� de Villers-Bocage (80),BP VILLERS-BOCAGE (80),80,0342,+33 3 22 93 57 17,,,17291.0,1 Route de Montonvillers$80260 VILLERS BOCAGE,1 ROUTE DE MONTONVILLERS$80260 VILLERS BOCAGE,BP de Villers-Bocage,Scanner,GN00000355
GN00000357,Compagnie de gendarmerie d�partementale d'Abbeville,CGD ABBEVILLE,80,033G,+33 3 22 19 21 63,,,17293.0,Caserne Courbet$31 Avenue du G�n�ral Leclerc$80100 ABBEVILLE,CASERNE COURBET$31 AVENUE DU GENERAL LECLERC$BP 80320$80103 ABBEVILLE CEDEX,,,
GN00000358,Groupe de commandement CGD Abbeville,GC CGD ABBEVILLE,80,033J,+33 3 22 19 21 83,,,17294.0,Caserne Courbet$31 Avenue du G�n�ral Leclerc$80100 ABBEVILLE,CASERNE COURBET$31 AVENUE DU GENERAL LECLERC$BP 80320$80103 ABBEVILLE CEDEX,,,
GN00000359,Brigade de recherches d'Abbeville,BR ABBEVILLE,80,036A,+33 3 22 19 21 80,,,17298.0,Caserne Courbet$31 Avenue du G�n�ral Leclerc$80100 ABBEVILLE,CASERNE COURBET$31 AVENUE DU GENERAL LECLERC$BP 80320$80103 ABBEVILLE CEDEX,,,
GN00000360,Brigade de proximit� d'Abbeville,BP ABBEVILLE,80,0342,+33 3 22 24 29 90,,,17302.0,Caserne Courbet$31 Avenue du G�n�ral Leclerc$80100 ABBEVILLE,CASERNE COURBET$31 AVENUE DU GENERAL LECLERC$BP 80320$80103 ABBEVILLE CEDEX,BP d'Abbeville,Bloc optique,GN00000360
GN00000361,Brigade de proximit� d'Ailly-le-Haut-Clocher,BP AILLY-LE-HAUT-CLOCHER,80,0342,+33 3 22 19 33 17,,,17303.0,42 Rue de la Poste$80690 AILLY LE HAUT CLOCHER,42 RUE DE LA POSTE$80690 AILLY LE HAUT CLOCHER,,,
GN00000363,Brigade de proximit� de Cr�cy-en-Ponthieu,BP CRECY-EN-PONTHIEU,80,0342,+33 3 22 23 77 17,+33 785790004,,17314.0,22 Route de Rue$80150 CRECY EN PONTHIEU,22 ROUTE DE RUE$80150 CRECY EN PONTHIEU,,,
GN00000364,Brigade de proximit� de Friville-Escarbotin,BP FRIVILLE-ESCARBOTIN,80,0342,+33 3 22 61 63 17,,,17306.0,9 Rue Fr�d�ric Chopin$80130 FRIVILLE ESCARBOTIN,9 RUE FREDERIC CHOPIN$80130 FRIVILLE ESCARBOTIN,BP de Friville-Escarbotin,Bloc optique,GN00000364
GN00000365,Brigade de proximit� de Gamaches,BP GAMACHES,80,0342,+33 3 22 61 64 17,+33 6 79 99 06 36,,17307.0,Caserne du Sous-Lieutenant Leroy$Rue Antonin Gombert$80220 GAMACHES,CASERNE DU SOUS LIEUTENANT LEROY$RUE ANTONIN GOMBERT$80220 GAMACHES,,,
GN00000366,Brigade de proximit� d'Hallencourt,BP HALLENCOURT,80,0342,+33 3 22 27 31 17,+33 7 85 42 09 59,,17304.0,19 Rue Louis Deneux$80490 HALLENCOURT,19 RUE LOUIS DENEUX$80490 HALLENCOURT,,,
GN00000367,Brigade de proximit� de Nouvion,BP NOUVION,80,0342,+33 3 22 23 15 17,+33 6 11 56 66 46,,17315.0,31 Rue du Coll�ge$80860 NOUVION,31 RUE DU COLLEGE$80860 NOUVION,,,
GN00000368,Brigade de proximit� de Rue,BP RUE,80,0342,+33 3 22 25 46 17,,,17313.0,28 Route d'Abbeville$80120 RUE,28 ROUTE D ABBEVILLE$80120 RUE,,,
GN00000369,Brigade territoriale autonome de Saint-Valery-sur-Somme,BTA ST-VALERY-SUR-SOMME,80,0344,+33 3 22 60 12 17,+33 621332778,,17299.0,766 Route de Ribeauvill�$80230 ST VALERY SUR SOMME,766 ROUTE DE RIBEAUVILLE$80230 ST VALERY SUR SOMME,BTA de Saint-Valery-sur-Somme,Bloc optique,GN00000369
GN00000373,Brigade de proximit� de Doullens,BP DOULLENS,80,0342,+33 3 22 77 02 64,,,17288.0,27 Avenue du Mar�chal Foch$80600 DOULLENS,27 AVENUE DU MARECHAL FOCH$80600 DOULLENS,,,
GN00000374,Brigade de proximit� d'Acheux-en-Ami�nois,BP ACHEUX-EN-AMIENOIS,80,0342,+33 3 22 76 72 17,,,17337.0,47 Rue de L�alvillers$80560 ACHEUX EN AMIENOIS,47 RUE DE LEALVILLERS$80560 ACHEUX EN AMIENOIS,,,
GN00000375,Brigade de proximit� de Beauval,BP BEAUVAL,80,0342,+33 3 22 32 35 17,,,17289.0,46 bis Route Nationale$80630 BEAUVAL,46 BIS ROUTE NATIONALE$80630 BEAUVAL,,,
GN00000376,Brigade de proximit� de Bernaville,BP BERNAVILLE,80,0342,+33 3 22 32 32 17,,,17285.0,1 Rue de Canaples$80370 BERNAVILLE,1 RUE DE CANAPLES$80370 BERNAVILLE,,,
GN00000377,Brigade de proximit� de Domart-en-Ponthieu,BP DOMART-EN-PONTHIEU,80,0342,+33 3 22 54 62 17,,,17284.0,22 Rue de l'Etang$80620 DOMART EN PONTHIEU,22 RUE DE L ETANG$80620 DOMART EN PONTHIEU,,,
GN00000378,Compagnie de gendarmerie d�partementale de Montdidier,CGD MONTDIDIER,80,033G,+33 3 22 37 53 14,,,17317.0,635 Rue Pasteur prolong�e$80500 MONTDIDIER,635 RUE PASTEUR PROLONGEE$80500 MONTDIDIER,,,
GN00000379,Groupe de commandement CGD Montdidier,GC CGD MONTDIDIER,80,033J,+33 3 22 37 53 14,,,17318.0,635 Rue Pasteur prolong�e$80500 MONTDIDIER,635 RUE PASTEUR PROLONGEE$80500 MONTDIDIER,,,
GN00000380,Brigade territoriale autonome de Montdidier,BTA MONTDIDIER,80,0344,+33 3 22 37 53 17,,,17323.0,635 Rue Pasteur prolong�e$80500 MONTDIDIER,635 RUE PASTEUR PROLONGEE$80500 MONTDIDIER,,,
GN00000381,Brigade de proximit� d'Ailly-sur-Noye,BP AILLY-SUR-NOYE,80,0342,+33 3 22 42 47 17,,,17328.0,15 Avenue de Bourgogne$80250 AILLY SUR NOYE,15 AVENUE DE BOURGOGNE$80250 AILLY SUR NOYE,,,
GN00000382,Brigade territoriale autonome de Moreuil,BTA MOREUIL,80,0344,+33 3 22 22 51 17,,,17324.0,88 bis Rue du Cardinal Mercier$80110 MOREUIL,88 BIS RUE DU CARDINAL MERCIER$80110 MOREUIL,,,
GN00000383,Brigade de proximit� de Rosi�res-en-Santerre,BP ROSIERES-EN-SANTERRE,80,0342,+33 3 22 37 51 17,,,17343.0,50 Rue Jean Jaur�s$80170 ROSIERES EN SANTERRE,50 RUE JEAN JAURES$80170 ROSIERES EN SANTERRE,,,
GN00000384,Brigade territoriale autonome de Roye,BTA ROYE,80,0344,+33 3 22 87 73 17,,,17326.0,R�sidence Choiseul$Rue de Moncey$80700 ROYE,RESIDENCE CHOISEUL$RUE DE MONCEY$80700 ROYE,BTA de Roye,Scanner,GN00000384
GN00000385,Compagnie de gendarmerie d�partementale de P�ronne,CGD PERONNE,80,033G,+33 3 22 85 35 16,,,17330.0,97 Avenue des Australiens$80200 PERONNE,97 AVENUE DES AUSTRALIENS$BP 10185$80205 PERONNE CEDEX,,,
GN00000386,Groupe de commandement CGD P�ronne,GC CGD PERONNE,80,033J,+33 3 22 85 35 16,,,17331.0,97 Avenue des Australiens$80200 PERONNE,97 AVENUE DES AUSTRALIENS$BP 10185$80205 PERONNE CEDEX,,,
GN00000387,Brigade de recherches de P�ronne,BR PERONNE,80,036A,+33 3 22 85 93 85,,+33 3 22 85 93 89,17334.0,97 Avenue des Australiens$80200 PERONNE,97 AVENUE DES AUSTRALIENS$BP 10185$80205 PERONNE CEDEX,,,
GN00000388,Brigade de proximit� de P�ronne,BP PERONNE,80,0342,+33 3 22 85 35 17,+33 6 99 99 99 99,,17345.0,97 Avenue des Australiens$80200 PERONNE,97 AVENUE DES AUSTRALIENS$BP 10185$80205 PERONNE CEDEX,BP de Péronne,Bloc optique,GN00000388
GN00000389,Brigade de proximit� d'Albert,BP ALBERT,80,0342,+33 3 22 64 13 17,,,17338.0,42 Chemin Crois� de la Justice$80300 ALBERT,42 CHEMIN CROISE DE LA JUSTICE$80300 ALBERT,BP d'Albert,Bloc optique,GN00000389
GN00000390,Brigade de proximit� de Bray-sur-Somme,BP BRAY-SUR-SOMME,80,0342,+33 3 22 74 49 17,,,17339.0,13 bis Avenue Georges Duhamel$80340 BRAY SUR SOMME,13 BIS AVENUE GEORGES DUHAMEL$80340 BRAY SUR SOMME,,,
GN00000391,Brigade de proximit� de Chaulnes,BP CHAULNES,80,0342,+33 3 22 86 30 17,+33 6 42 47 45 31,,17341.0,6 Rue de Pertain$80320 CHAULNES,6 RUE DE PERTAIN$80320 CHAULNES,,,
GN00000393,Brigade territoriale autonome de Ham,BTA HAM,80,0344,+33 3 22 98 34 17,+33 6 79 99 45 49,,17335.0,2 Rue de Verdun$80400 HAM,2 RUE DE VERDUN$80400 HAM,BP de Ham,Scanner,GN00000393
GN00000394,Brigade de proximit� de Nesle,BP NESLE,80,0342,+33 3 22 94 47 17,,,17342.0,1 Route de Ham$80190 NESLE,1 ROUTE DE HAM$80190 NESLE,,,
GN00000395,Brigade de proximit� de Roisel,BP ROISEL,80,0342,+33 3 22 86 45 17,+33 3 22 86 45 17,,17346.0,Rue de Cambrai$80240 ROISEL,RUE DE CAMBRAI$80240 ROISEL,,,
GN00000396,Groupement de gendarmerie d�partementale de l'Aisne,GGD02,02,033M,+33 3 23 22 53 53,,,16885.0,Caserne lieutenant Ren� Bricot$30 Avenue Charles de Gaulle$02000 LAON,CASERNE LIEUTENANT RENE BRICOT$30 AVENUE CHARLES DE GAULLE$02011 LAON CEDEX,,,
GN00000400,Compagnie de gendarmerie d�partementale de Laon,CGD LAON,02,033G,+33 3 23 22 53 46,,,16908.0,Caserne lieutenant Ren� Bricot$30 Avenue Charles de Gaulle$02000 LAON,CASERNE LIEUTENANT RENE BRICOT$30 AVENUE CHARLES DE GAULLE$02011 LAON CEDEX,,,
GN00000401,Groupe de commandement CGD Laon,GC CGD LAON,02,033J,+33 3 23 22 53 46,+33 6 45 55 30 38,,16909.0,Caserne lieutenant Ren� Bricot$30 Avenue Charles de Gaulle$02000 LAON,CASERNE LIEUTENANT RENE BRICOT$30 AVENUE CHARLES DE GAULLE$02011 LAON CEDEX,,,
GN00000403,Brigade de recherches de Laon,BR LAON,02,036A,+33 3 23 22 53 56,,,16911.0,Caserne lieutenant Ren� Bricot$30 Avenue Charles de Gaulle$02000 LAON,CASERNE LIEUTENANT RENE BRICOT$30 AVENUE CHARLES DE GAULLE$02011 LAON CEDEX,,,
GN00000404,Brigade de proximit� de Laon,BP LAON,02,0342,+33 3 23 22 53 88,,,16923.0,Caserne lieutenant Ren� Bricot$30 Avenue Charles de Gaulle$02000 LAON,CASERNE LIEUTENANT RENE BRICOT$30 AVENUE CHARLES DE GAULLE$02011 LAON CEDEX,,,
GN00000405,Brigade de proximit� d'Anizy-le-Grand,BP ANIZY-LE-GRAND,02,0342,+33 3 23 80 09 17,,,16921.0,1 Impasse Sainte-Genevi�ve$ANIZY LE CHATEAU$02320 ANIZY LE GRAND,1 IMPASSE SAINTE GENEVIEVE$ANIZY LE CHATEAU$02320 ANIZY LE GRAND,,,
GN00000406,Brigade de proximit� de Chauny,BP CHAUNY,02,0342,+33 3 23 39 18 17,,,16914.0,9 bis All�e de la justice$02300 CHAUNY,9 BIS ALLEE DE LA JUSTICE$02300 CHAUNY,BP de Chauny,Bloc optique,GN00000406
GN00000407,Brigade de proximit� de Corbeny,BP CORBENY,02,0342,+33 3 23 22 54 17,,,16917.0,1 Rue de la Tournelle Rouge$02820 CORBENY,1 RUE DE LA TOURNELLE ROUGE$02820 CORBENY,,,
GN00000408,Brigade de proximit� de Coucy-le-Ch�teau-Auffrique,BP COUCY-LE-CHATEAU-AUFFRIQUE,02,0342,+33 3 23 38 36 17,,,16920.0,50 Avenue d'Altenkessel$02380 COUCY LE CHATEAU AUFFRIQUE,50 AVENUE D ALTENKESSEL$02380 COUCY LE CHATEAU AUFFRIQUE,,,
GN00000409,Brigade de proximit� de Cr�cy-sur-Serre,BP CRECY-SUR-SERRE,02,0342,+33 3 23 80 05 17,+33 6 11 55 09 81,,16924.0,Rue de l'Eglise$02270 CRECY SUR SERRE,RUE DE L EGLISE$02270 CRECY SUR SERRE,,,
GN00000410,Brigade de proximit� de La-F�re,BP LA-FERE,02,0342,+33 3 23 39 19 17,,,16915.0,1 Avenue du Mar�chal Leclerc$02800 LA FERE,1 AVENUE DU MARECHAL LECLERC$02800 LA FERE,,,
GN00000412,Brigade de proximit� de Marle,BP MARLE,02,0342,+33 3 23 21 78 17,,,16925.0,1 Rue Lino Ventura$02250 MARLE,1 RUE LINO VENTURA$02250 MARLE,,,
GN00000413,Brigade de proximit� de Montcornet,BP MONTCORNET,02,0342,+33 3 23 21 75 17,+33 6 18 28 42 97,,16980.0,Rue du Calvaire$02340 MONTCORNET,RUE DU CALVAIRE$02340 MONTCORNET,,,
GN00000415,Brigade territoriale autonome de Sissonne,BTA SISSONNE,02,0344,+33 3 23 80 07 17,,,16912.0,22 ter Rue de La Selve$02150 SISSONNE,22 TER RUE DE LA SELVE$02150 SISSONNE,,,
GN00000417,Compagnie de gendarmerie d�partementale de Ch�teau-Thierry-Nogentel,CGD CHATEAU-THIERRY-NOGENTEL,02,033G,+33 3 23 83 07 46,,,16926.0,Caserne Gendarme L�on F�r�$26 Rue des pr�s$02400 NOGENTEL,CASERNE GENDARME LEON FERE$26 RUE DES PRES$02400 NOGENTEL,,,
